amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;paidBy;paidFor;Utilisateur anonyme;paymentMethod;photo;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryId;categoryIcon;categoryColor;paymentMethodId;paymentMethodIcon;paymentMethodColor;paidById;paidToId;splitObjects
"3,00";"2,58";"Restaurants";"1,165";"France";"FR";"11/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,58";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3000,'shareInHomeCurrency':2580,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,00";"8,59";"Transport";"1,165";"France";"FR";"11/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,59";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10000,'shareInHomeCurrency':8590,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,25";"2,79";"Restaurants";"1,165";"France";"FR";"11/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,79";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3250,'shareInHomeCurrency':2790,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"13,50";"11,69";"Transport";"1,155";"France";"FR";"11/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"11,69";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':13500,'shareInHomeCurrency':11690,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,20";"Hébergements";"1,155";"France";"FR";"11/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,20";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5200,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,25";"1,93";"Restaurants";"1,165";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,93";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2250,'shareInHomeCurrency':1930,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"5,00";"4,29";"Restaurants";"1,165";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,29";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':5000,'shareInHomeCurrency':4290,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,37";"0,32";"Courses";"1,155";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,32";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':370,'shareInHomeCurrency':320,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,46";"Restaurants";"1,155";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,46";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3460,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,65";"1,43";"Transport";"1,155";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1650,'shareInHomeCurrency':1430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"5,00";"4,33";"Transport";"1,155";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,33";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':5000,'shareInHomeCurrency':4330,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,20";"Hébergements";"1,155";"France";"FR";"10/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,20";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5200,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,43";"Boissons";"1,155";"France";"FR";"09/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,50";"3,90";"Restaurants";"1,155";"France";"FR";"09/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,90";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4500,'shareInHomeCurrency':3900,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,50";"5,59";"Restaurants";"1,162";"France";"FR";"09/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,59";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6500,'shareInHomeCurrency':5590,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,43";"Boissons";"1,162";"France";"FR";"09/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,50";"5,59";"Restaurants";"1,162";"France";"FR";"08/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,59";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6500,'shareInHomeCurrency':5590,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,25";"1,08";"Boissons";"1,162";"France";"FR";"08/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,08";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1250,'shareInHomeCurrency':1080,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,43";"Boissons";"1,162";"France";"FR";"08/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,50";"5,59";"Restaurants";"1,162";"France";"FR";"07/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,59";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6500,'shareInHomeCurrency':5590,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,45";"Restaurants";"1,158";"France";"FR";"07/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,45";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3450,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,50";"1,30";"Boissons";"1,158";"France";"FR";"07/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,30";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1500,'shareInHomeCurrency':1300,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,50";"3,89";"Restaurants";"1,158";"France";"FR";"07/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,89";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4500,'shareInHomeCurrency':3890,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,45";"Restaurants";"1,158";"France";"FR";"06/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,45";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3450,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,50";"3,89";"Restaurants";"1,158";"France";"FR";"06/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,89";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4500,'shareInHomeCurrency':3890,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,75";"2,37";"Restaurants";"1,162";"France";"FR";"06/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,37";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2750,'shareInHomeCurrency':2370,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"23,00";"19,83";"Transport";"1,16";"France";"FR";"06/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"19,83";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':23000,'shareInHomeCurrency':19830,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"32,00";"27,08";"Hébergements";"1,182";"France";"FR";"06/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"27,08";"En espèces";"";"";"";"";"Expense";"4";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':32000,'shareInHomeCurrency':27080,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"5,00";"4,30";"Frais de change";"1,162";"France";"FR";"05/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,30";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_atm-false-38bd75550f7965937ff6c6df7dac241b";"local_atm";"#3F51B5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':5000,'shareInHomeCurrency':4300,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,44";"Restaurants";"1,162";"France";"FR";"05/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,44";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3440,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,44";"Restaurants";"1,164";"France";"FR";"05/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,44";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3440,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,50";"3,01";"Restaurants";"1,164";"France";"FR";"05/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,01";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3500,'shareInHomeCurrency':3010,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,16";"Hébergements";"1,164";"France";"FR";"05/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,16";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5160,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,00";"0,86";"Boissons";"1,164";"France";"FR";"04/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,86";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1000,'shareInHomeCurrency':860,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,43";"Restaurants";"1,164";"France";"FR";"04/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,00";"0,86";"Boissons";"1,164";"France";"FR";"04/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,86";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1000,'shareInHomeCurrency':860,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,75";"2,37";"Restaurants";"1,16";"France";"FR";"04/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,37";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2750,'shareInHomeCurrency':2370,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,45";"Restaurants";"1,16";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,45";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3450,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,50";"2,98";"Restaurants";"1,173";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,98";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3500,'shareInHomeCurrency':2980,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"7,00";"5,97";"Restaurants";"1,173";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,97";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':7000,'shareInHomeCurrency':5970,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"5,00";"4,26";"Frais de change";"1,173";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,26";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_atm-false-38bd75550f7965937ff6c6df7dac241b";"local_atm";"#3F51B5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':5000,'shareInHomeCurrency':4260,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,11";"Divertissement";"1,173";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,11";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"theaters-false-336fdcf7d540e4b430a890b63da159c9";"theaters";"#FF5722";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5110,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"7,00";"5,92";"Transport";"1,182";"France";"FR";"03/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,92";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':7000,'shareInHomeCurrency':5920,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,00";"0,85";"Restaurants";"1,173";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,85";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1000,'shareInHomeCurrency':850,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,42";"Courses";"1,182";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,42";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':420,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,08";"Restaurants";"1,182";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,08";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5080,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,80";"0,68";"Transport";"1,182";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,68";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':800,'shareInHomeCurrency':680,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"30,00";"25,39";"Frais & Charges";"1,182";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"25,39";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"monetization_on-false-032772a5c2c6ac2f128ca6c7fb009e0c";"monetization_on";"#9C27B0";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':30000,'shareInHomeCurrency':25390,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"17,00";"14,39";"Transport";"1,182";"France";"FR";"02/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"14,39";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':17000,'shareInHomeCurrency':14390,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
