amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;paidBy;paidFor;Utilisateur anonyme;paymentMethod;photo;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryId;categoryIcon;categoryColor;paymentMethodId;paymentMethodIcon;paymentMethodColor;paidById;paidToId;splitObjects
"2,45";"2,13";"Restaurants";"1,153";"France";"FR";"20/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,13";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2450,'shareInHomeCurrency':2130,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,25";"8,89";"Tourisme";"1,153";"France";"FR";"20/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,89";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10250,'shareInHomeCurrency':8890,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,25";"1,08";"Boissons";"1,153";"France";"FR";"20/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,08";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1250,'shareInHomeCurrency':1080,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,33";"1,15";"Restaurants";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,15";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1330,'shareInHomeCurrency':1150,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,75";"1,52";"Restaurants";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,52";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1750,'shareInHomeCurrency':1520,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,50";"0,43";"Courses";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,43";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':500,'shareInHomeCurrency':430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,00";"2,60";"Activités";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,60";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3000,'shareInHomeCurrency':2600,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"7,00";"6,07";"Restaurants";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"6,07";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':7000,'shareInHomeCurrency':6070,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,00";"8,67";"Tourisme";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,67";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10000,'shareInHomeCurrency':8670,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,50";"2,17";"Achats";"1,153";"France";"FR";"19/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,17";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_mall-false-fed561a86e066be5a26232626c4867a2";"local_mall";"#0F9D58";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2500,'shareInHomeCurrency':2170,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,25";"1,95";"Restaurants";"1,152";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,95";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2250,'shareInHomeCurrency':1950,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"7,00";"6,08";"Restaurants";"1,152";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"6,08";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':7000,'shareInHomeCurrency':6080,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,00";"0,87";"Transport";"1,152";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,87";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1000,'shareInHomeCurrency':870,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,50";"2,17";"Transport";"1,152";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,17";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2500,'shareInHomeCurrency':2170,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,00";"5,21";"Tourisme";"1,152";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,21";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6000,'shareInHomeCurrency':5210,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"18,36";"15,99";"Hébergements";"1,148";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"15,99";"En espèces";"";"";"";"";"Expense";"3";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':18360,'shareInHomeCurrency':15990,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,48";"Transport";"1,148";"France";"FR";"18/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,48";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3480,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,50";"1,31";"Restaurants";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1500,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,60";"1,39";"Courses";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,39";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1600,'shareInHomeCurrency':1390,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,12";"0,10";"Transport";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,10";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':120,'shareInHomeCurrency':100,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"6,50";"5,66";"Restaurants";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,66";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':6500,'shareInHomeCurrency':5660,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,48";"Tourisme";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,48";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3480,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,25";"0,22";"Transport";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,22";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':250,'shareInHomeCurrency':220,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,00";"3,48";"Transport";"1,148";"France";"FR";"17/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,48";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4000,'shareInHomeCurrency':3480,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,00";"8,72";"Restaurants";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,72";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10000,'shareInHomeCurrency':8720,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,00";"2,62";"Activités";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,62";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3000,'shareInHomeCurrency':2620,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,00";"2,62";"Restaurants";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,62";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3000,'shareInHomeCurrency':2620,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1,57";"1,37";"Transport";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,37";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1570,'shareInHomeCurrency':1370,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"14,00";"12,21";"Hébergements";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"12,21";"En espèces";"";"";"";"";"Expense";"2";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':14000,'shareInHomeCurrency':12210,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"23,00";"20,05";"Transport";"1,147";"France";"FR";"16/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"20,05";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':23000,'shareInHomeCurrency':20050,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"2,00";"1,74";"Blanchisserie";"1,147";"France";"FR";"15/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,74";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_laundry_service-false-51f0cc41f89738b2c779ae8e61e45adf";"local_laundry_service";"#0097A7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':2000,'shareInHomeCurrency':1740,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"4,50";"3,92";"Restaurants";"1,147";"France";"FR";"15/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,92";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':4500,'shareInHomeCurrency':3920,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,00";"8,72";"Activités";"1,147";"France";"FR";"15/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,72";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10000,'shareInHomeCurrency':8720,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"10,00";"8,72";"Activités";"1,147";"France";"FR";"15/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"8,72";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':10000,'shareInHomeCurrency':8720,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"3,00";"2,62";"Restaurants";"1,147";"France";"FR";"14/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,62";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':3000,'shareInHomeCurrency':2620,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"12,00";"10,46";"Hébergements";"1,147";"France";"FR";"14/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"10,46";"En espèces";"";"";"";"";"Expense";"2";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':12000,'shareInHomeCurrency':10460,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"0,75";"0,65";"Boissons";"1,16";"France";"FR";"13/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,65";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':750,'shareInHomeCurrency':650,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"121,00";"103,91";"Activités";"1,165";"France";"FR";"12/03/2026";"EUR";"USD";"";"Utilisateur anonyme";"Utilisateur anonyme";"103,91";"En espèces";"";"";"";"";"Expense";"3";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':121000,'shareInHomeCurrency':103910,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
