amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;paidBy;paidFor;Utilisateur anonyme;paymentMethod;photo;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryId;categoryIcon;categoryColor;paymentMethodId;paymentMethodIcon;paymentMethodColor;paidById;paidToId;splitObjects
"20 000";"0,65";"Restaurants";"30 777,974";"France";"FR";"21/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,65";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':20000000,'shareInHomeCurrency':650,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"18 000";"0,58";"Restaurants";"30 777,974";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,58";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':18000000,'shareInHomeCurrency':580,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"40 000";"1,31";"Tourisme";"30 538,567";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':40000000,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"45 000";"1,47";"Tourisme";"30 538,567";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,47";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':45000000,'shareInHomeCurrency':1470,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"150 000";"4,91";"Restaurants";"30 538,567";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,91";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':150000000,'shareInHomeCurrency':4910,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1 800 000";"58,94";"Tourisme";"30 538,567";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"58,94";"Carte de crédit";"";"";"";"";"Expense";"2";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1800000000,'shareInHomeCurrency':58940,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"450 000";"14,74";"Hébergements";"30 538,567";"France";"FR";"20/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"14,74";"Carte de crédit";"";"";"";"";"Expense";"3";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':450000000,'shareInHomeCurrency':14740,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"88 000";"2,89";"Frais de change";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,89";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"local_atm-false-38bd75550f7965937ff6c6df7dac241b";"local_atm";"#3F51B5";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':88000000,'shareInHomeCurrency':2890,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"40 000";"1,31";"Restaurants";"30 538,567";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':40000000,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"455 000";"14,92";"Divertissement";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"14,92";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"theaters-false-336fdcf7d540e4b430a890b63da159c9";"theaters";"#FF5722";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':455000000,'shareInHomeCurrency':14920,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"135 000";"4,43";"Frais de change";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,43";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"local_atm-false-38bd75550f7965937ff6c6df7dac241b";"local_atm";"#3F51B5";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':135000000,'shareInHomeCurrency':4430,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"40 000";"1,31";"Transport";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':40000000,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"200 000";"6,56";"Transport";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"6,56";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':200000000,'shareInHomeCurrency':6560,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"120 000";"3,94";"Transport";"30 495,448";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,94";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':120000000,'shareInHomeCurrency':3940,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"150 212";"4,92";"Hébergements";"30 509,896";"France";"FR";"19/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"4,92";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':150212000,'shareInHomeCurrency':4920,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 495,448";"France";"FR";"18/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 495,448";"France";"FR";"18/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Activités";"30 495,448";"France";"FR";"17/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"rowing-false-d78ed35383108fb6c04c16d0a11b20fe";"rowing";"#E91E63";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 495,448";"France";"FR";"17/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 495,448";"France";"FR";"17/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 509,896";"France";"FR";"16/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"800 000";"26,17";"Tourisme";"30 566,771";"France";"FR";"16/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"26,17";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':800000000,'shareInHomeCurrency':26170,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Restaurants";"30 566,771";"France";"FR";"16/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,63";"Restaurants";"30 612,578";"France";"FR";"15/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,63";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1630,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"45 000";"1,47";"Tourisme";"30 612,578";"France";"FR";"15/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,47";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':45000000,'shareInHomeCurrency':1470,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"100 000";"3,27";"Restaurants";"30 612,578";"France";"FR";"15/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,27";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':100000000,'shareInHomeCurrency':3270,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"100 000";"3,27";"Restaurants";"30 612,578";"France";"FR";"14/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"3,27";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':100000000,'shareInHomeCurrency':3270,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,63";"Restaurants";"30 684,604";"France";"FR";"14/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,63";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1630,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"60 000";"1,96";"Courses";"30 684,604";"France";"FR";"14/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,96";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':60000000,'shareInHomeCurrency':1960,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"450 000";"14,67";"Transport";"30 684,604";"France";"FR";"14/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"14,67";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':450000000,'shareInHomeCurrency':14670,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"1 062 226";"34,75";"Hébergements";"30 564,139";"France";"FR";"14/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"34,75";"En espèces";"";"";"";"";"Expense";"5";"false";"false";"hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c";"hotel";"#DB4437";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':1062226000,'shareInHomeCurrency':34750,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"7 000";"0,23";"Boissons";"30 684,604";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,23";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':7000000,'shareInHomeCurrency':230,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"20 000";"0,65";"Transport";"30 684,604";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,65";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':20000000,'shareInHomeCurrency':650,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"22 000";"0,72";"Transport";"30 697,962";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,72";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':22000000,'shareInHomeCurrency':720,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"29 000";"0,94";"Courses";"30 697,962";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,94";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"shopping_cart-false-7c3765bf72361083d820071fb21308a9";"shopping_cart";"#039BE5";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':29000000,'shareInHomeCurrency':940,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"45 000";"1,47";"Restaurants";"30 697,962";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,47";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':45000000,'shareInHomeCurrency':1470,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"44 720";"1,46";"Transport";"30 697,962";"France";"FR";"13/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,46";"Carte de crédit";"";"";"";"";"Expense";"1";"false";"false";"train-false-a600971fdd23ea1f5685d7ee01d5f5c3";"train";"#EF6C00";"credit_card-73a61696f100b3858511e212a3feea6b";"credit_card";"#FFB300";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':44720000,'shareInHomeCurrency':1460,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"177 000";"5,79";"Restaurants";"30 564,139";"France";"FR";"12/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"5,79";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':177000000,'shareInHomeCurrency':5790,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"30 000";"0,98";"Boissons";"30 564,139";"France";"FR";"12/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,98";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':30000000,'shareInHomeCurrency':980,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"80 000";"2,62";"Restaurants";"30 564,139";"France";"FR";"12/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"2,62";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':80000000,'shareInHomeCurrency':2620,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"40 000";"1,31";"Boissons";"30 564,139";"France";"FR";"12/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':40000000,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"25 000";"0,82";"Restaurants";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,82";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':25000000,'shareInHomeCurrency':820,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"30 000";"0,98";"Restaurants";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,98";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':30000000,'shareInHomeCurrency':980,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"25 000";"0,82";"Restaurants";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"0,82";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':25000000,'shareInHomeCurrency':820,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Boissons";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"local_bar-false-0c96179df5834759b90ee5cb3834a365";"local_bar";"#673AB7";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"60 000";"1,96";"Restaurants";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,96";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':60000000,'shareInHomeCurrency':1960,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"50 000";"1,64";"Tourisme";"30 564,139";"France";"FR";"11/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,64";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"museum-false-15ef303b96502f06a5f0095002a87cf8";"museum";"#8BC34A";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':50000000,'shareInHomeCurrency':1640,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"40 000";"1,31";"Restaurants";"30 564,139";"France";"FR";"10/01/2026";"EUR";"VND";"";"Utilisateur anonyme";"Utilisateur anonyme";"1,31";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"restaurant-false-386c1f850fbd5f478fb4ef8a134c1740";"restaurant";"#009688";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':40000000,'shareInHomeCurrency':1310,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
