amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;paidBy;paidFor;Utilisateur anonyme;paymentMethod;photo;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryId;categoryIcon;categoryColor;paymentMethodId;paymentMethodIcon;paymentMethodColor;paidById;paidToId;splitObjects
"350,00";"350,00";"Vols";"1";"France";"FR";"12/04/2026";"EUR";"EUR";"";"Utilisateur anonyme";"Utilisateur anonyme";"350,00";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"flight-false-504541934e46dc88caac2c0788e10519";"flight";"#4285F4";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':350000,'shareInHomeCurrency':350000,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
"143,00";"143,00";"Vols";"1";"France";"FR";"12/04/2026";"EUR";"EUR";"";"Utilisateur anonyme";"Utilisateur anonyme";"143,00";"En espèces";"";"";"";"";"Expense";"1";"false";"false";"flight-false-504541934e46dc88caac2c0788e10519";"flight";"#4285F4";"payments-069b30db06d047a398f9eb0940d3279c";"payments";"#039BE5";"H8y5lmMVDDh36eZRtK5Ht0WvEwD2";"";"[{'share':143000,'shareInHomeCurrency':143000,'forTravelerId':'H8y5lmMVDDh36eZRtK5Ht0WvEwD2'}]"
